point_A,point_B,heure_depart,jour_semaine,meteo,moyen_transport,distance_km,indice_trafic,duree_min,prob_accident
Cadjehoun,Akpakpa,8,Semaine,Forte Pluie,Zem,6.19,3.79,80.4,0.16
Zongo,Calavi,22,Semaine,Forte Pluie,Zem,12.45,1.22,52.0,0.16
Cadjehoun,Zongo,22,Weekend,Ensoleillé,Zem,2.81,1.0,4.8,0.04
Calavi,Zongo,14,Semaine,Ensoleillé,Zem,12.45,1.23,26.3,0.04
Cadjehoun,Fidjrosse,21,Weekend,Ensoleillé,Bus,3.92,1.0,7.8,0.005
Zongo,Akpakpa,18,Semaine,Ensoleillé,Zem,3.38,3.47,20.1,0.04
Cadjehoun,Akpakpa,0,Semaine,Ensoleillé,Voiture,6.19,1.19,9.8,0.01
Etoile,Calavi,3,Weekend,Ensoleillé,Zem,12.72,1.0,21.8,0.04
Akpakpa,Cadjehoun,16,Semaine,Ensoleillé,Zem,6.19,1.33,14.1,0.04
Zongo,Etoile,2,Weekend,Ensoleillé,Voiture,1.45,1.0,1.9,0.01
Akpakpa,Calavi,15,Semaine,Forte Pluie,Zem,14.46,1.11,55.0,0.16
Calavi,Etoile,13,Weekend,Ensoleillé,Zem,12.72,1.0,21.8,0.04
Cadjehoun,Etoile,19,Semaine,Ensoleillé,Voiture,4.18,2.45,13.7,0.01
Etoile,Cadjehoun,12,Semaine,Ensoleillé,Bus,4.18,1.44,12.0,0.005
Zongo,Calavi,14,Weekend,Ensoleillé,Zem,12.45,1.0,21.3,0.04
Calavi,Etoile,23,Weekend,Ensoleillé,Zem,12.72,1.0,21.8,0.04
Zongo,Calavi,18,Semaine,Ensoleillé,Voiture,12.45,3.55,58.9,0.01
Fidjrosse,Etoile,5,Semaine,Pluie Légère,Voiture,7.91,1.16,15.3,0.01
Akpakpa,Zongo,9,Semaine,Pluie Légère,Zem,3.38,2.61,18.9,0.04
Fidjrosse,Calavi,20,Semaine,Ensoleillé,Voiture,9.53,1.15,14.6,0.01
Cadjehoun,Etoile,21,Weekend,Ensoleillé,Zem,4.18,1.0,7.2,0.04
Etoile,Zongo,19,Semaine,Ensoleillé,Voiture,1.45,2.98,5.8,0.01
Zongo,Fidjrosse,5,Semaine,Ensoleillé,Zem,6.66,1.16,13.3,0.04
Akpakpa,Cadjehoun,22,Semaine,Pluie Légère,Voiture,6.19,1.32,13.6,0.01
Zongo,Etoile,9,Semaine,Ensoleillé,Voiture,1.45,3.52,6.8,0.01
Cadjehoun,Calavi,6,Semaine,Pluie Légère,Zem,11.27,1.44,34.8,0.04
Zongo,Cadjehoun,21,Weekend,Ensoleillé,Voiture,2.81,1.0,3.7,0.01
Akpakpa,Cadjehoun,16,Weekend,Forte Pluie,Voiture,6.19,1.0,16.5,0.02
Zongo,Fidjrosse,16,Weekend,Pluie Légère,Zem,6.66,1.0,14.3,0.04
Etoile,Akpakpa,8,Semaine,Ensoleillé,Zem,2.12,2.7,9.8,0.04
Calavi,Etoile,9,Weekend,Pluie Légère,Voiture,12.72,1.0,21.2,0.01
Cadjehoun,Akpakpa,9,Semaine,Pluie Légère,Zem,6.19,3.41,45.2,0.04
Calavi,Akpakpa,6,Semaine,Pluie Légère,Zem,14.46,1.56,48.4,0.04
Cadjehoun,Akpakpa,15,Semaine,Ensoleillé,Voiture,6.19,1.27,10.5,0.01
Etoile,Cadjehoun,17,Semaine,Pluie Légère,Zem,4.18,2.79,25.0,0.04
Calavi,Zongo,5,Weekend,Ensoleillé,Voiture,12.45,1.0,16.6,0.01
Fidjrosse,Cadjehoun,19,Semaine,Ensoleillé,Voiture,3.92,3.23,16.9,0.01
Akpakpa,Cadjehoun,0,Weekend,Pluie Légère,Voiture,6.19,1.0,10.3,0.01
Fidjrosse,Calavi,0,Semaine,Ensoleillé,Zem,9.53,1.22,20.0,0.04
Zongo,Calavi,11,Semaine,Ensoleillé,Zem,12.45,1.43,30.4,0.04
Etoile,Akpakpa,20,Weekend,Ensoleillé,Zem,2.12,1.0,3.6,0.04
Fidjrosse,Cadjehoun,1,Semaine,Pluie Légère,Voiture,3.92,1.52,9.9,0.01
Cadjehoun,Akpakpa,3,Semaine,Ensoleillé,Zem,6.19,1.33,14.1,0.04
Zongo,Calavi,16,Semaine,Ensoleillé,Bus,12.45,1.44,35.8,0.005
Fidjrosse,Etoile,10,Semaine,Pluie Légère,Voiture,7.91,1.43,18.8,0.01
Fidjrosse,Akpakpa,21,Semaine,Ensoleillé,Zem,10.0,1.12,19.2,0.04
Etoile,Zongo,3,Weekend,Pluie Légère,Zem,1.45,1.0,3.1,0.04
Akpakpa,Etoile,0,Weekend,Ensoleillé,Bus,2.12,1.0,4.2,0.005
Fidjrosse,Akpakpa,17,Weekend,Forte Pluie,Zem,10.0,1.0,34.3,0.16
Calavi,Akpakpa,8,Semaine,Ensoleillé,Zem,14.46,2.53,62.7,0.04
Cadjehoun,Fidjrosse,2,Semaine,Ensoleillé,Bus,3.92,1.55,12.1,0.005
Calavi,Fidjrosse,7,Semaine,Pluie Légère,Voiture,9.53,3.89,61.8,0.01
Calavi,Akpakpa,23,Semaine,Ensoleillé,Voiture,14.46,1.49,28.7,0.01
Zongo,Fidjrosse,18,Weekend,Ensoleillé,Voiture,6.66,1.0,8.9,0.01
Akpakpa,Cadjehoun,3,Semaine,Pluie Légère,Zem,6.19,1.56,20.7,0.04
Cadjehoun,Etoile,17,Semaine,Forte Pluie,Voiture,4.18,2.75,30.7,0.02
Fidjrosse,Cadjehoun,13,Semaine,Ensoleillé,Zem,3.92,1.22,8.2,0.04
Etoile,Zongo,15,Semaine,Pluie Légère,Voiture,1.45,1.29,3.1,0.01
Fidjrosse,Etoile,4,Weekend,Ensoleillé,Zem,7.91,1.0,13.6,0.04
Zongo,Fidjrosse,16,Semaine,Ensoleillé,Zem,6.66,1.13,12.9,0.04
Fidjrosse,Zongo,6,Semaine,Ensoleillé,Voiture,6.66,1.5,13.4,0.01
Cadjehoun,Akpakpa,15,Weekend,Pluie Légère,Zem,6.19,1.0,13.3,0.04
Akpakpa,Cadjehoun,13,Semaine,Ensoleillé,Voiture,6.19,1.59,13.1,0.01
Cadjehoun,Zongo,6,Weekend,Pluie Légère,Zem,2.81,1.0,6.0,0.04
Zongo,Akpakpa,8,Semaine,Forte Pluie,Zem,3.38,3.68,42.6,0.16
Akpakpa,Etoile,3,Weekend,Pluie Légère,Bus,2.12,1.0,5.3,0.005
Akpakpa,Fidjrosse,21,Weekend,Pluie Légère,Voiture,10.0,1.0,16.7,0.01
Akpakpa,Cadjehoun,1,Semaine,Ensoleillé,Voiture,6.19,1.38,11.4,0.01
Akpakpa,Zongo,11,Weekend,Ensoleillé,Voiture,3.38,1.0,4.5,0.01
Cadjehoun,Zongo,17,Semaine,Pluie Légère,Zem,2.81,2.73,16.4,0.04
Akpakpa,Zongo,20,Weekend,Ensoleillé,Voiture,3.38,1.0,4.5,0.01
Fidjrosse,Akpakpa,6,Semaine,Ensoleillé,Voiture,10.0,1.2,16.0,0.01
Fidjrosse,Etoile,0,Semaine,Ensoleillé,Zem,7.91,1.28,17.4,0.04
Cadjehoun,Fidjrosse,22,Weekend,Pluie Légère,Zem,3.92,1.0,8.4,0.04
Zongo,Akpakpa,12,Semaine,Pluie Légère,Bus,3.38,1.43,12.1,0.005
Etoile,Akpakpa,5,Weekend,Ensoleillé,Voiture,2.12,1.0,2.8,0.01
Fidjrosse,Calavi,11,Weekend,Ensoleillé,Zem,9.53,1.0,16.3,0.04
Calavi,Akpakpa,7,Semaine,Pluie Légère,Zem,14.46,3.0,93.1,0.04
Calavi,Zongo,23,Semaine,Pluie Légère,Zem,12.45,1.57,41.8,0.04
Cadjehoun,Etoile,21,Semaine,Ensoleillé,Zem,4.18,1.53,10.9,0.04
Etoile,Fidjrosse,18,Weekend,Pluie Légère,Voiture,7.91,1.0,13.2,0.01
Zongo,Etoile,17,Semaine,Pluie Légère,Voiture,1.45,2.38,5.8,0.01
Etoile,Zongo,4,Semaine,Pluie Légère,Zem,1.45,1.17,3.6,0.04
Fidjrosse,Cadjehoun,9,Weekend,Pluie Légère,Voiture,3.92,1.0,6.5,0.01
Fidjrosse,Akpakpa,0,Semaine,Ensoleillé,Bus,10.0,1.44,28.8,0.005
Akpakpa,Zongo,9,Semaine,Ensoleillé,Voiture,3.38,2.62,11.8,0.01
Zongo,Calavi,4,Semaine,Pluie Légère,Voiture,12.45,1.5,31.0,0.01
Akpakpa,Etoile,11,Weekend,Pluie Légère,Bus,2.12,1.0,5.3,0.005
Cadjehoun,Akpakpa,21,Semaine,Ensoleillé,Voiture,6.19,1.4,11.5,0.01
Akpakpa,Fidjrosse,6,Semaine,Pluie Légère,Zem,10.0,1.21,26.0,0.04
Akpakpa,Cadjehoun,8,Semaine,Ensoleillé,Zem,6.19,3.06,32.5,0.04
Etoile,Calavi,21,Weekend,Forte Pluie,Bus,12.72,1.0,50.9,0.01
Calavi,Fidjrosse,20,Semaine,Pluie Légère,Zem,9.53,1.3,26.6,0.04
Fidjrosse,Etoile,11,Semaine,Ensoleillé,Zem,7.91,1.54,20.8,0.04
Zongo,Akpakpa,22,Semaine,Ensoleillé,Zem,3.38,1.12,6.5,0.04
Akpakpa,Etoile,0,Weekend,Ensoleillé,Voiture,2.12,1.0,2.8,0.01
Zongo,Akpakpa,10,Semaine,Ensoleillé,Bus,3.38,1.55,10.5,0.005
Calavi,Zongo,20,Weekend,Ensoleillé,Zem,12.45,1.0,21.3,0.04
Calavi,Cadjehoun,14,Weekend,Pluie Légère,Voiture,11.27,1.0,18.8,0.01
Akpakpa,Zongo,1,Semaine,Pluie Légère,Voiture,3.38,1.43,8.0,0.01
Cadjehoun,Zongo,19,Semaine,Ensoleillé,Zem,2.81,3.53,17.0,0.04
Akpakpa,Etoile,6,Semaine,Ensoleillé,Zem,2.12,1.1,4.0,0.04
Etoile,Cadjehoun,20,Semaine,Ensoleillé,Bus,4.18,1.41,11.8,0.005
Fidjrosse,Akpakpa,11,Semaine,Ensoleillé,Zem,10.0,1.39,23.9,0.04
Cadjehoun,Akpakpa,21,Semaine,Ensoleillé,Voiture,6.19,1.37,11.3,0.01
Akpakpa,Calavi,17,Weekend,Pluie Légère,Voiture,14.46,1.0,24.1,0.01
Zongo,Fidjrosse,2,Semaine,Forte Pluie,Zem,6.66,1.49,34.1,0.16
Cadjehoun,Calavi,6,Weekend,Ensoleillé,Bus,11.27,1.0,22.5,0.005
Cadjehoun,Calavi,10,Semaine,Pluie Légère,Zem,11.27,1.38,33.3,0.04
Cadjehoun,Etoile,11,Weekend,Ensoleillé,Zem,4.18,1.0,7.2,0.04
Calavi,Zongo,4,Weekend,Pluie Légère,Voiture,12.45,1.0,20.7,0.01
Cadjehoun,Zongo,0,Semaine,Ensoleillé,Voiture,2.81,1.53,5.7,0.01
Calavi,Cadjehoun,11,Semaine,Ensoleillé,Bus,11.27,1.22,27.4,0.005
Zongo,Akpakpa,10,Weekend,Pluie Légère,Zem,3.38,1.0,7.2,0.04
Akpakpa,Etoile,3,Semaine,Pluie Légère,Voiture,2.12,1.5,5.3,0.01
Fidjrosse,Cadjehoun,17,Semaine,Ensoleillé,Voiture,3.92,2.52,13.2,0.01
Cadjehoun,Fidjrosse,3,Weekend,Ensoleillé,Voiture,3.92,1.0,5.2,0.01
Fidjrosse,Etoile,16,Semaine,Ensoleillé,Voiture,7.91,1.51,15.9,0.01
Zongo,Calavi,1,Weekend,Pluie Légère,Zem,12.45,1.0,26.7,0.04
Cadjehoun,Etoile,23,Weekend,Ensoleillé,Zem,4.18,1.0,7.2,0.04
Calavi,Etoile,21,Weekend,Pluie Légère,Zem,12.72,1.0,27.3,0.04
Etoile,Zongo,1,Semaine,Ensoleillé,Voiture,1.45,1.57,3.0,0.01
Fidjrosse,Etoile,11,Semaine,Ensoleillé,Bus,7.91,1.27,20.1,0.005
Cadjehoun,Calavi,5,Weekend,Ensoleillé,Zem,11.27,1.0,19.3,0.04
Fidjrosse,Calavi,9,Semaine,Ensoleillé,Zem,9.53,3.15,51.5,0.04
Cadjehoun,Akpakpa,22,Semaine,Ensoleillé,Zem,6.19,1.43,15.2,0.04
Akpakpa,Etoile,20,Semaine,Ensoleillé,Voiture,2.12,1.14,3.2,0.01
Calavi,Zongo,22,Semaine,Ensoleillé,Zem,12.45,1.35,28.7,0.04
Fidjrosse,Etoile,15,Weekend,Ensoleillé,Zem,7.91,1.0,13.6,0.04
Etoile,Fidjrosse,13,Weekend,Ensoleillé,Zem,7.91,1.0,13.6,0.04
Etoile,Fidjrosse,6,Semaine,Ensoleillé,Voiture,7.91,1.28,13.5,0.01
Cadjehoun,Akpakpa,22,Weekend,Pluie Légère,Voiture,6.19,1.0,10.3,0.01
Fidjrosse,Akpakpa,16,Semaine,Forte Pluie,Zem,10.0,1.54,52.7,0.16
Zongo,Calavi,8,Weekend,Ensoleillé,Zem,12.45,1.0,21.3,0.04
Fidjrosse,Calavi,12,Semaine,Ensoleillé,Zem,9.53,1.54,25.1,0.04
Etoile,Zongo,4,Semaine,Ensoleillé,Zem,1.45,1.45,3.6,0.04
Akpakpa,Etoile,22,Weekend,Pluie Légère,Zem,2.12,1.0,4.5,0.04
Etoile,Zongo,4,Semaine,Ensoleillé,Voiture,1.45,1.43,2.8,0.01
Zongo,Cadjehoun,9,Semaine,Ensoleillé,Zem,2.81,3.52,17.0,0.04
Akpakpa,Zongo,9,Weekend,Forte Pluie,Voiture,3.38,1.0,9.0,0.02
Cadjehoun,Calavi,14,Semaine,Ensoleillé,Voiture,11.27,1.28,19.3,0.01
Akpakpa,Cadjehoun,6,Semaine,Ensoleillé,Voiture,6.19,1.3,10.7,0.01
Zongo,Calavi,14,Semaine,Pluie Légère,Zem,12.45,1.38,36.7,0.04
Cadjehoun,Akpakpa,2,Semaine,Forte Pluie,Voiture,6.19,1.57,25.9,0.02
Cadjehoun,Akpakpa,5,Semaine,Ensoleillé,Zem,6.19,1.46,15.5,0.04
Cadjehoun,Fidjrosse,11,Weekend,Ensoleillé,Zem,3.92,1.0,6.7,0.04
Fidjrosse,Akpakpa,5,Semaine,Pluie Légère,Zem,10.0,1.38,29.5,0.04
Zongo,Etoile,12,Semaine,Pluie Légère,Zem,1.45,1.49,4.6,0.04
Zongo,Calavi,18,Semaine,Pluie Légère,Zem,12.45,2.87,76.5,0.04
Cadjehoun,Etoile,2,Semaine,Ensoleillé,Zem,4.18,1.47,10.5,0.04
Fidjrosse,Zongo,7,Weekend,Pluie Légère,Zem,6.66,1.0,14.3,0.04
Calavi,Akpakpa,22,Semaine,Forte Pluie,Zem,14.46,1.31,64.7,0.16
Zongo,Cadjehoun,14,Weekend,Pluie Légère,Voiture,2.81,1.0,4.7,0.01
Calavi,Etoile,3,Semaine,Ensoleillé,Voiture,12.72,1.24,21.0,0.01
Akpakpa,Cadjehoun,18,Semaine,Ensoleillé,Voiture,6.19,3.3,27.2,0.01
Zongo,Calavi,20,Semaine,Ensoleillé,Zem,12.45,1.44,30.8,0.04
Calavi,Akpakpa,2,Semaine,Pluie Légère,Zem,14.46,1.33,41.2,0.04
Zongo,Etoile,12,Weekend,Pluie Légère,Bus,1.45,1.0,3.6,0.005
Akpakpa,Cadjehoun,12,Weekend,Forte Pluie,Zem,6.19,1.0,21.2,0.16
Cadjehoun,Etoile,2,Semaine,Pluie Légère,Zem,4.18,1.38,12.4,0.04
Calavi,Fidjrosse,15,Semaine,Pluie Légère,Voiture,9.53,1.45,23.0,0.01
Akpakpa,Calavi,8,Weekend,Pluie Légère,Zem,14.46,1.0,31.0,0.04
Etoile,Zongo,13,Weekend,Pluie Légère,Zem,1.45,1.0,3.1,0.04
Zongo,Cadjehoun,12,Semaine,Ensoleillé,Voiture,2.81,1.48,5.6,0.01
Akpakpa,Fidjrosse,20,Semaine,Pluie Légère,Voiture,10.0,1.55,25.8,0.01
Fidjrosse,Cadjehoun,6,Semaine,Pluie Légère,Voiture,3.92,1.28,8.4,0.01
Calavi,Zongo,8,Semaine,Ensoleillé,Bus,12.45,3.91,97.4,0.005
Cadjehoun,Akpakpa,21,Semaine,Ensoleillé,Zem,6.19,1.42,15.0,0.04
Etoile,Akpakpa,23,Semaine,Pluie Légère,Zem,2.12,1.49,6.8,0.04
Calavi,Etoile,4,Semaine,Ensoleillé,Voiture,12.72,1.45,24.6,0.01
Zongo,Akpakpa,11,Weekend,Ensoleillé,Zem,3.38,1.0,5.8,0.04
Akpakpa,Calavi,0,Semaine,Forte Pluie,Zem,14.46,1.2,59.6,0.16
Akpakpa,Etoile,9,Weekend,Pluie Légère,Voiture,2.12,1.0,3.5,0.01
Zongo,Fidjrosse,10,Weekend,Ensoleillé,Zem,6.66,1.0,11.4,0.04
Calavi,Zongo,15,Semaine,Pluie Légère,Bus,12.45,1.14,35.3,0.005
Akpakpa,Etoile,13,Semaine,Ensoleillé,Zem,2.12,1.46,5.3,0.04
Akpakpa,Zongo,7,Weekend,Ensoleillé,Zem,3.38,1.0,5.8,0.04
Akpakpa,Etoile,23,Semaine,Ensoleillé,Zem,2.12,1.36,4.9,0.04
Etoile,Fidjrosse,16,Semaine,Ensoleillé,Voiture,7.91,1.45,15.3,0.01
Etoile,Akpakpa,17,Semaine,Ensoleillé,Voiture,2.12,3.06,8.6,0.01
Cadjehoun,Akpakpa,16,Weekend,Pluie Légère,Bus,6.19,1.0,15.5,0.005
Zongo,Akpakpa,13,Weekend,Ensoleillé,Zem,3.38,1.0,5.8,0.04
Zongo,Calavi,13,Semaine,Ensoleillé,Voiture,12.45,1.26,20.9,0.01
Calavi,Fidjrosse,22,Semaine,Ensoleillé,Voiture,9.53,1.24,15.8,0.01
Calavi,Zongo,10,Semaine,Ensoleillé,Zem,12.45,1.47,31.3,0.04
Fidjrosse,Akpakpa,5,Semaine,Pluie Légère,Zem,10.0,1.24,26.5,0.04
Calavi,Zongo,14,Semaine,Ensoleillé,Bus,12.45,1.46,36.3,0.005
Zongo,Cadjehoun,4,Semaine,Ensoleillé,Zem,2.81,1.29,6.2,0.04
Akpakpa,Etoile,17,Semaine,Ensoleillé,Voiture,2.12,3.59,10.1,0.01
Etoile,Zongo,12,Semaine,Ensoleillé,Zem,1.45,1.17,2.9,0.04
Fidjrosse,Etoile,13,Semaine,Ensoleillé,Zem,7.91,1.2,16.3,0.04
Etoile,Cadjehoun,17,Weekend,Pluie Légère,Voiture,4.18,1.0,7.0,0.01
Zongo,Etoile,18,Weekend,Forte Pluie,Voiture,1.45,1.0,3.9,0.02
Calavi,Cadjehoun,23,Weekend,Pluie Légère,Voiture,11.27,1.0,18.8,0.01
Zongo,Akpakpa,14,Semaine,Pluie Légère,Zem,3.38,1.44,10.4,0.04
Fidjrosse,Zongo,8,Semaine,Ensoleillé,Zem,6.66,3.21,36.6,0.04
Zongo,Etoile,7,Semaine,Pluie Légère,Zem,1.45,2.57,8.0,0.04
Calavi,Cadjehoun,19,Weekend,Forte Pluie,Zem,11.27,1.0,38.6,0.16
Cadjehoun,Fidjrosse,0,Semaine,Ensoleillé,Voiture,3.92,1.55,8.1,0.01
Fidjrosse,Etoile,3,Weekend,Ensoleillé,Zem,7.91,1.0,13.6,0.04
Cadjehoun,Calavi,13,Semaine,Pluie Légère,Zem,11.27,1.24,29.9,0.04
Cadjehoun,Akpakpa,15,Weekend,Ensoleillé,Voiture,6.19,1.0,8.2,0.01
Akpakpa,Fidjrosse,2,Semaine,Ensoleillé,Zem,10.0,1.31,22.5,0.04
Akpakpa,Cadjehoun,7,Semaine,Pluie Légère,Voiture,6.19,2.56,26.4,0.01
Cadjehoun,Etoile,5,Semaine,Ensoleillé,Voiture,4.18,1.29,7.2,0.01
Fidjrosse,Cadjehoun,15,Semaine,Pluie Légère,Voiture,3.92,1.35,8.8,0.01
Calavi,Akpakpa,23,Semaine,Ensoleillé,Voiture,14.46,1.25,24.1,0.01
Zongo,Cadjehoun,15,Semaine,Forte Pluie,Zem,2.81,1.48,14.3,0.16
Zongo,Akpakpa,6,Semaine,Ensoleillé,Voiture,3.38,1.3,5.8,0.01
Calavi,Cadjehoun,12,Semaine,Ensoleillé,Voiture,11.27,1.46,22.0,0.01
Akpakpa,Fidjrosse,12,Semaine,Ensoleillé,Voiture,10.0,1.2,16.0,0.01
Akpakpa,Zongo,4,Semaine,Ensoleillé,Voiture,3.38,1.29,5.8,0.01
Etoile,Fidjrosse,21,Semaine,Ensoleillé,Zem,7.91,1.1,15.0,0.04
Cadjehoun,Zongo,17,Weekend,Ensoleillé,Voiture,2.81,1.0,3.7,0.01
Akpakpa,Zongo,14,Semaine,Ensoleillé,Voiture,3.38,1.48,6.7,0.01
Zongo,Etoile,17,Weekend,Pluie Légère,Zem,1.45,1.0,3.1,0.04
Fidjrosse,Etoile,1,Semaine,Pluie Légère,Zem,7.91,1.41,23.9,0.04
Cadjehoun,Fidjrosse,9,Semaine,Ensoleillé,Zem,3.92,3.67,24.7,0.04
Cadjehoun,Akpakpa,12,Semaine,Pluie Légère,Bus,6.19,1.33,20.5,0.005
Cadjehoun,Akpakpa,17,Semaine,Pluie Légère,Voiture,6.19,3.64,37.5,0.01
Calavi,Etoile,14,Semaine,Ensoleillé,Zem,12.72,1.42,31.0,0.04
Akpakpa,Calavi,11,Semaine,Pluie Légère,Zem,14.46,1.1,34.1,0.04
Fidjrosse,Calavi,14,Semaine,Ensoleillé,Zem,9.53,1.23,20.0,0.04
Fidjrosse,Etoile,12,Semaine,Ensoleillé,Zem,7.91,1.35,18.3,0.04
Calavi,Akpakpa,17,Weekend,Ensoleillé,Voiture,14.46,1.0,19.3,0.01
Zongo,Akpakpa,14,Semaine,Ensoleillé,Zem,3.38,1.41,8.2,0.04
Zongo,Calavi,22,Semaine,Ensoleillé,Voiture,12.45,1.13,18.8,0.01
Akpakpa,Cadjehoun,10,Weekend,Forte Pluie,Voiture,6.19,1.0,16.5,0.02
Akpakpa,Cadjehoun,18,Semaine,Ensoleillé,Bus,6.19,3.47,42.9,0.005
Etoile,Akpakpa,2,Weekend,Ensoleillé,Zem,2.12,1.0,3.6,0.04
Calavi,Cadjehoun,6,Semaine,Ensoleillé,Zem,11.27,1.37,26.5,0.04
Cadjehoun,Etoile,13,Weekend,Ensoleillé,Voiture,4.18,1.0,5.6,0.01
Fidjrosse,Etoile,13,Semaine,Ensoleillé,Bus,7.91,1.36,21.6,0.005
Fidjrosse,Calavi,11,Semaine,Ensoleillé,Voiture,9.53,1.25,15.8,0.01
Etoile,Akpakpa,23,Weekend,Ensoleillé,Voiture,2.12,1.0,2.8,0.01
Zongo,Cadjehoun,8,Semaine,Pluie Légère,Bus,2.81,3.27,23.0,0.005
Akpakpa,Calavi,0,Weekend,Pluie Légère,Zem,14.46,1.0,31.0,0.04
Akpakpa,Cadjehoun,10,Semaine,Ensoleillé,Zem,6.19,1.11,11.8,0.04
Cadjehoun,Zongo,22,Semaine,Ensoleillé,Zem,2.81,1.13,5.5,0.04
Etoile,Cadjehoun,21,Weekend,Forte Pluie,Voiture,4.18,1.0,11.1,0.02
Cadjehoun,Zongo,22,Semaine,Ensoleillé,Zem,2.81,1.47,7.1,0.04
Akpakpa,Calavi,23,Semaine,Ensoleillé,Zem,14.46,1.26,31.3,0.04
Akpakpa,Zongo,21,Weekend,Ensoleillé,Voiture,3.38,1.0,4.5,0.01
Zongo,Calavi,18,Weekend,Ensoleillé,Zem,12.45,1.0,21.3,0.04
Fidjrosse,Calavi,17,Semaine,Ensoleillé,Voiture,9.53,2.82,35.9,0.01
Fidjrosse,Calavi,11,Semaine,Pluie Légère,Zem,9.53,1.2,24.6,0.04
Cadjehoun,Calavi,22,Semaine,Ensoleillé,Voiture,11.27,1.32,19.9,0.01
Etoile,Calavi,0,Semaine,Forte Pluie,Zem,12.72,1.13,49.1,0.16
Calavi,Cadjehoun,18,Semaine,Ensoleillé,Voiture,11.27,2.74,41.2,0.01
Fidjrosse,Calavi,19,Semaine,Ensoleillé,Zem,9.53,3.15,51.4,0.04
Zongo,Cadjehoun,16,Semaine,Forte Pluie,Zem,2.81,1.33,12.8,0.16
Cadjehoun,Calavi,4,Weekend,Pluie Légère,Voiture,11.27,1.0,18.8,0.01
Cadjehoun,Zongo,2,Weekend,Ensoleillé,Zem,2.81,1.0,4.8,0.04
Zongo,Fidjrosse,2,Semaine,Pluie Légère,Voiture,6.66,1.6,17.8,0.01
Etoile,Calavi,7,Semaine,Ensoleillé,Voiture,12.72,2.9,49.2,0.01
Zongo,Calavi,15,Semaine,Ensoleillé,Zem,12.45,1.29,27.6,0.04
Etoile,Zongo,5,Weekend,Pluie Légère,Zem,1.45,1.0,3.1,0.04
Zongo,Etoile,12,Semaine,Ensoleillé,Zem,1.45,1.35,3.4,0.04
Akpakpa,Fidjrosse,21,Semaine,Ensoleillé,Bus,10.0,1.2,23.9,0.005
Cadjehoun,Etoile,21,Semaine,Ensoleillé,Voiture,4.18,1.54,8.6,0.01
Zongo,Akpakpa,15,Semaine,Pluie Légère,Zem,3.38,1.39,10.0,0.04
Calavi,Akpakpa,15,Semaine,Ensoleillé,Bus,14.46,1.2,34.6,0.005
Zongo,Fidjrosse,2,Semaine,Pluie Légère,Voiture,6.66,1.5,16.6,0.01
Fidjrosse,Zongo,12,Semaine,Ensoleillé,Voiture,6.66,1.12,9.9,0.01
Cadjehoun,Etoile,11,Semaine,Pluie Légère,Voiture,4.18,1.59,11.1,0.01
Fidjrosse,Etoile,22,Semaine,Forte Pluie,Zem,7.91,1.53,41.6,0.16
Zongo,Calavi,22,Semaine,Ensoleillé,Zem,12.45,1.39,29.7,0.04
Zongo,Akpakpa,21,Semaine,Ensoleillé,Zem,3.38,1.16,6.7,0.04
Akpakpa,Etoile,20,Semaine,Ensoleillé,Zem,2.12,1.21,4.4,0.04
Calavi,Fidjrosse,7,Semaine,Pluie Légère,Voiture,9.53,2.7,42.9,0.01
Fidjrosse,Etoile,20,Semaine,Ensoleillé,Voiture,7.91,1.22,12.9,0.01
Etoile,Fidjrosse,8,Semaine,Pluie Légère,Zem,7.91,3.1,52.5,0.04
Akpakpa,Cadjehoun,0,Semaine,Ensoleillé,Zem,6.19,1.57,16.7,0.04
Fidjrosse,Calavi,5,Semaine,Ensoleillé,Voiture,9.53,1.32,16.8,0.01
Fidjrosse,Akpakpa,22,Weekend,Ensoleillé,Zem,10.0,1.0,17.1,0.04
Akpakpa,Etoile,18,Semaine,Ensoleillé,Voiture,2.12,3.39,9.6,0.01
Zongo,Fidjrosse,22,Semaine,Pluie Légère,Voiture,6.66,1.44,16.0,0.01
Fidjrosse,Zongo,10,Semaine,Pluie Légère,Zem,6.66,1.54,21.9,0.04
Zongo,Akpakpa,10,Weekend,Ensoleillé,Voiture,3.38,1.0,4.5,0.01
Akpakpa,Cadjehoun,22,Weekend,Ensoleillé,Voiture,6.19,1.0,8.2,0.01
Zongo,Fidjrosse,12,Weekend,Ensoleillé,Zem,6.66,1.0,11.4,0.04
Cadjehoun,Calavi,10,Semaine,Pluie Légère,Zem,11.27,1.12,27.0,0.04
Etoile,Calavi,17,Semaine,Ensoleillé,Bus,12.72,2.93,74.5,0.005
Fidjrosse,Cadjehoun,22,Weekend,Ensoleillé,Zem,3.92,1.0,6.7,0.04
Calavi,Cadjehoun,14,Semaine,Ensoleillé,Voiture,11.27,1.49,22.4,0.01
Etoile,Calavi,0,Semaine,Ensoleillé,Voiture,12.72,1.51,25.6,0.01
Zongo,Etoile,20,Weekend,Ensoleillé,Zem,1.45,1.0,2.5,0.04
Fidjrosse,Etoile,6,Semaine,Ensoleillé,Zem,7.91,1.56,21.2,0.04
Zongo,Fidjrosse,22,Semaine,Ensoleillé,Zem,6.66,1.45,16.6,0.04
Cadjehoun,Zongo,12,Semaine,Pluie Légère,Zem,2.81,1.22,7.4,0.04
